customer_id,name,age,email,city,purchase_amount,purchase_date
128,Rahul,27,rahul128@example.com,Bangalore,3369.5,2025-05-06
129,Rahul,62,rahul129@example.com,Delhi,4111.5,2025-05-06
130,Priya,37,priya130@example.com,Mumbai,7695.23,2025-12-27
131,Ravi,18,ravi131@example.com,Chennai,5875.35,2025-07-09
132,Arjun,66,arjun132@example.com,Hyderabad,8699.13,2025-04-27
133,Sneha,61,sneha133@example.com,Delhi,9701.8,2025-11-13
134,Ravi,38,ravi134@example.com,Pune,9253.97,2025-09-09
135,Kiran,53,kiran135@example.com,Chennai,6984.57,2025-02-16
136,Arjun,66,arjun136@example.com,Pune,3015.49,2025-01-01
137,Kiran,20,kiran137@example.com,Hyderabad,9161.02,2025-11-26
138,Neha,33,neha138@example.com,Pune,4611.0,2025-06-05
139,Kiran,25,kiran139@example.com,Bangalore,1962.4,2025-03-31
140,Neha,67,neha140@example.com,Mumbai,869.57,2025-02-10
141,Ananya,44,ananya141@example.com,Pune,419.93,2025-07-20
142,Arjun,37,arjun142@example.com,Delhi,6878.84,2025-02-15
143,Rahul,23,rahul143@example.com,Bangalore,4224.73,2025-07-16
144,Ravi,42,ravi144@example.com,Bangalore,919.21,2025-10-13
145,Priya,62,priya145@example.com,Delhi,361.03,2025-10-16
146,Sneha,18,sneha146@example.com,Bangalore,9874.03,2025-06-26
147,Rahul,38,rahul147@example.com,Bangalore,3870.82,2025-12-08
148,Rahul,44,rahul148@example.com,Hyderabad,8399.45,2025-04-08
149,Arjun,52,arjun149@example.com,Hyderabad,235.35,2025-11-07
150,Sneha,45,sneha150@example.com,Hyderabad,5390.03,2025-05-13
151,Sneha,20,sneha151@example.com,Delhi,5892.98,2025-02-22
152,Kiran,27,kiran152@example.com,Bangalore,3840.72,2025-03-26
153,Sneha,26,sneha153@example.com,Pune,2589.28,2025-06-22
154,Kiran,21,kiran154@example.com,Pune,8794.38,2025-10-15
155,Priya,45,priya155@example.com,Bangalore,5031.84,2025-04-28
156,Rahul,67,rahul156@example.com,Mumbai,8182.22,2025-08-24
157,Kiran,47,kiran157@example.com,Pune,7939.0,2025-04-22
158,Ravi,64,ravi158@example.com,Delhi,6241.06,2025-03-07
159,Rahul,68,rahul159@example.com,Pune,6210.91,2025-08-14
160,Sneha,67,sneha160@example.com,Bangalore,6402.78,2025-12-01
161,Rahul,68,rahul161@example.com,Bangalore,3547.73,2025-06-15
162,Arjun,41,arjun162@example.com,Mumbai,3049.8,2025-04-16
163,Rahul,34,rahul163@example.com,Delhi,7985.07,2025-05-18
164,Neha,34,neha164@example.com,Bangalore,7712.29,2025-12-06
165,Neha,22,neha165@example.com,Bangalore,6245.98,2025-07-24
166,Sneha,60,sneha166@example.com,Chennai,2477.44,2025-04-21
167,Arjun,40,arjun167@example.com,Chennai,1474.39,2025-01-08
168,Ananya,57,ananya168@example.com,Mumbai,3522.11,2025-07-14
169,Neha,20,neha169@example.com,Chennai,6708.82,2025-03-02
170,Priya,68,priya170@example.com,Chennai,8235.73,2025-04-02
171,Priya,39,priya171@example.com,Delhi,5532.28,2025-05-13
172,Arjun,29,arjun172@example.com,Bangalore,8952.75,2025-03-19
173,Priya,62,priya173@example.com,Chennai,489.19,2025-09-06
174,Ravi,39,ravi174@example.com,Pune,1654.08,2025-02-17
175,Kiran,34,kiran175@example.com,Bangalore,8696.18,2025-01-08
176,Arjun,52,arjun176@example.com,Delhi,9863.94,2025-10-30
177,Ravi,39,ravi177@example.com,Pune,6220.72,2025-03-19
178,Neha,19,neha178@example.com,Delhi,717.18,2025-07-06
179,Neha,68,neha179@example.com,Chennai,8962.55,2025-08-26
180,Rahul,64,rahul180@example.com,Mumbai,1161.0,2025-10-21
181,Rahul,68,rahul181@example.com,Hyderabad,7400.31,2025-01-28
182,Priya,56,priya182@example.com,Hyderabad,8423.03,2025-03-27
183,Priya,61,priya183@example.com,Hyderabad,8916.22,2025-07-31
184,Arjun,21,arjun184@example.com,Bangalore,7912.8,2025-04-19
185,Priya,64,priya185@example.com,Mumbai,5417.35,2025-02-03
186,Ravi,25,ravi186@example.com,Hyderabad,5688.14,2025-02-11
187,Arjun,54,arjun187@example.com,Pune,9006.51,2025-11-16
188,Priya,62,priya188@example.com,Pune,6097.17,2025-10-16
189,Kiran,39,kiran189@example.com,Delhi,1613.31,2025-04-22
190,Ananya,47,ananya190@example.com,Chennai,970.09,2025-12-16
191,Ravi,41,ravi191@example.com,Hyderabad,894.31,2025-08-31
192,Ravi,57,ravi192@example.com,Delhi,9825.55,2025-08-11
193,Sneha,19,sneha193@example.com,Mumbai,9697.76,2025-01-04
194,Ravi,23,ravi194@example.com,Pune,2653.24,2025-03-03
195,Arjun,19,arjun195@example.com,Chennai,5758.97,2025-06-22
196,Ananya,22,ananya196@example.com,Pune,9683.14,2025-11-20
197,Rahul,37,rahul197@example.com,Hyderabad,7388.85,2025-05-20
198,Ravi,18,ravi198@example.com,Bangalore,7701.02,2025-02-07
199,Kiran,28,kiran199@example.com,Mumbai,3274.36,2025-09-16
200,Arjun,23,arjun200@example.com,Bangalore,4597.25,2025-09-18
201,Ravi,27,ravi201@example.com,Mumbai,2097.13,2025-06-17
202,Priya,37,priya202@example.com,Hyderabad,1474.37,2025-11-25
203,Arjun,26,arjun203@example.com,Chennai,4784.35,2025-02-07
204,Ravi,52,ravi204@example.com,Pune,1156.32,2025-03-10
205,Sneha,61,sneha205@example.com,Bangalore,1330.54,2025-05-17
206,Priya,29,priya206@example.com,Chennai,758.31,2025-10-23
207,Neha,39,neha207@example.com,Mumbai,8434.1,2025-11-24
208,Rahul,58,rahul208@example.com,Delhi,2096.11,2025-10-13
209,Rahul,38,rahul209@example.com,Delhi,8164.29,2025-03-19
210,Priya,21,priya210@example.com,Hyderabad,8784.29,2025-03-30
211,Priya,57,priya211@example.com,Pune,9006.71,2025-05-05
212,Sneha,50,sneha212@example.com,Hyderabad,2398.91,2025-08-13
213,Ravi,19,ravi213@example.com,Pune,759.53,2025-04-14
214,Rahul,56,rahul214@example.com,Chennai,4372.13,2025-03-08
215,Ravi,68,ravi215@example.com,Bangalore,1478.79,2025-01-15
216,Ravi,46,ravi216@example.com,Hyderabad,5381.26,2025-08-19
217,Rahul,53,rahul217@example.com,Delhi,1601.58,2025-04-07
218,Kiran,54,kiran218@example.com,Chennai,7465.07,2025-09-11
219,Ananya,39,ananya219@example.com,Bangalore,7648.34,2025-05-03
220,Priya,50,priya220@example.com,Pune,8230.45,2025-06-08
221,Ravi,53,ravi221@example.com,Delhi,1362.14,2025-07-03
222,Ravi,46,ravi222@example.com,Delhi,4914.94,2025-11-20
223,Ananya,62,ananya223@example.com,Bangalore,220.81,2025-04-25
224,Rahul,53,rahul224@example.com,Mumbai,7190.17,2025-10-10
225,Kiran,37,kiran225@example.com,Chennai,9594.84,2025-12-26
226,Sneha,23,sneha226@example.com,Bangalore,9478.11,2025-08-06
227,Kiran,57,kiran227@example.com,Pune,1097.87,2025-04-21
228,Neha,60,neha228@example.com,Mumbai,1111.91,2025-11-20
229,Kiran,54,kiran229@example.com,Bangalore,7735.34,2025-10-14
230,Priya,26,priya230@example.com,Pune,865.48,2025-10-23
231,Arjun,39,arjun231@example.com,Chennai,4563.31,2025-10-29
232,Kiran,38,kiran232@example.com,Bangalore,8405.09,2025-07-01
233,Ravi,18,ravi233@example.com,Pune,5236.5,2025-05-29
234,Ravi,26,ravi234@example.com,Delhi,3418.45,2025-11-09
235,Kiran,43,kiran235@example.com,Hyderabad,1231.25,2025-09-01
236,Arjun,43,arjun236@example.com,Chennai,9237.31,2025-07-29
237,Rahul,51,rahul237@example.com,Chennai,4576.96,2025-12-30
238,Rahul,68,rahul238@example.com,Pune,1846.23,2025-06-29
239,Sneha,41,sneha239@example.com,Hyderabad,3687.7,2025-03-04
240,Rahul,39,rahul240@example.com,Bangalore,229.64,2025-02-18
241,Ravi,34,ravi241@example.com,Mumbai,4643.99,2025-05-28
242,Sneha,39,sneha242@example.com,Mumbai,5397.19,2025-12-26
243,Arjun,24,arjun243@example.com,Hyderabad,3168.38,2025-08-03
244,Rahul,36,rahul244@example.com,Pune,2130.88,2025-10-12
245,Arjun,62,arjun245@example.com,Delhi,4773.46,2025-01-19
246,Priya,18,priya246@example.com,Pune,7169.19,2025-07-13
247,Sneha,45,sneha247@example.com,Hyderabad,4067.55,2025-06-15
248,Rahul,21,rahul248@example.com,Hyderabad,3410.19,2025-02-24
249,Ravi,20,ravi249@example.com,Bangalore,2780.37,2025-06-11
250,Ananya,50,ananya250@example.com,Mumbai,8413.91,2025-12-15
251,Neha,18,neha251@example.com,Hyderabad,2297.52,2025-09-12
252,Kiran,25,kiran252@example.com,Pune,3458.79,2025-08-17
253,Rahul,68,rahul253@example.com,Hyderabad,5611.54,2025-09-21
254,Priya,52,priya254@example.com,Pune,6071.65,2025-10-29
255,Rahul,33,rahul255@example.com,Mumbai,9449.66,2025-07-01
256,Kiran,31,kiran256@example.com,Bangalore,228.72,2025-09-20
257,Arjun,40,arjun257@example.com,Delhi,362.67,2025-02-05
258,Kiran,35,kiran258@example.com,Bangalore,9115.18,2025-07-16
259,Ananya,28,ananya259@example.com,Bangalore,8268.56,2025-07-14
260,Ravi,29,ravi260@example.com,Mumbai,6279.07,2025-09-13
261,Sneha,26,sneha261@example.com,Bangalore,8624.57,2025-12-21
262,Ananya,39,ananya262@example.com,Mumbai,1487.12,2025-07-21
263,Sneha,63,sneha263@example.com,Hyderabad,4899.31,2025-07-28
264,Sneha,26,sneha264@example.com,Bangalore,6371.43,2025-12-25
265,Arjun,39,arjun265@example.com,Chennai,4274.87,2025-06-03
266,Priya,46,priya266@example.com,Delhi,6943.1,2025-10-20
267,Rahul,23,rahul267@example.com,Bangalore,5343.65,2025-02-11
268,Ananya,58,ananya268@example.com,Pune,765.04,2025-06-14
269,Arjun,55,arjun269@example.com,Bangalore,7230.01,2025-04-27
270,Priya,39,priya270@example.com,Delhi,2710.47,2025-10-14
271,Sneha,44,sneha271@example.com,Bangalore,6045.12,2025-11-05
272,Ravi,27,ravi272@example.com,Delhi,8397.26,2025-07-09
273,Priya,63,priya273@example.com,Bangalore,1746.21,2025-12-29
274,Arjun,68,arjun274@example.com,Delhi,6071.21,2025-10-09
275,Kiran,38,kiran275@example.com,Chennai,2958.07,2025-06-13
276,Arjun,56,arjun276@example.com,Chennai,9498.14,2025-02-24
277,Ravi,41,ravi277@example.com,Pune,1436.51,2025-11-08
278,Arjun,53,arjun278@example.com,Mumbai,1703.94,2025-09-01
279,Rahul,34,rahul279@example.com,Pune,9556.84,2025-07-20
280,Priya,19,priya280@example.com,Delhi,3509.4,2025-10-23
281,Arjun,18,arjun281@example.com,Hyderabad,7078.76,2025-04-14
282,Priya,42,priya282@example.com,Chennai,8209.11,2025-08-17
283,Ananya,61,ananya283@example.com,Chennai,2794.24,2025-12-20
284,Ananya,36,ananya284@example.com,Delhi,1006.66,2025-11-01
285,Kiran,34,kiran285@example.com,Bangalore,6936.55,2025-10-30
286,Ananya,33,ananya286@example.com,Chennai,7349.03,2025-05-29
287,Arjun,40,arjun287@example.com,Delhi,6953.54,2025-07-17
288,Neha,42,neha288@example.com,Bangalore,4945.31,2025-05-23
289,Rahul,43,rahul289@example.com,Hyderabad,9446.19,2025-02-16
290,Neha,27,neha290@example.com,Hyderabad,1887.7,2025-03-27
291,Priya,24,priya291@example.com,Pune,1293.17,2025-01-07
292,Arjun,68,arjun292@example.com,Bangalore,4275.45,2025-03-23
293,Ravi,47,ravi293@example.com,Mumbai,8461.04,2025-04-13
294,Arjun,31,arjun294@example.com,Chennai,5650.7,2025-10-28
295,Priya,20,priya295@example.com,Delhi,5349.62,2025-07-02
296,Ravi,61,ravi296@example.com,Hyderabad,5430.17,2025-07-29
297,Arjun,33,arjun297@example.com,Delhi,6197.05,2025-11-07
298,Rahul,59,rahul298@example.com,Bangalore,310.57,2025-09-04
299,Kiran,30,kiran299@example.com,Bangalore,9396.77,2025-08-15
300,Rahul,56,rahul300@example.com,Pune,3572.05,2025-11-14
301,Kiran,61,kiran301@example.com,Hyderabad,5849.5,2025-08-24
302,Ravi,27,ravi302@example.com,Pune,4235.89,2025-12-25
303,Ananya,22,ananya303@example.com,Hyderabad,2463.89,2025-01-03
304,Kiran,31,kiran304@example.com,Pune,8542.94,2025-05-26
305,Sneha,54,sneha305@example.com,Hyderabad,2844.93,2025-03-14
306,Ravi,66,ravi306@example.com,Hyderabad,6828.51,2025-05-20
307,Rahul,54,rahul307@example.com,Delhi,2663.93,2025-07-17
308,Ravi,63,ravi308@example.com,Chennai,9046.87,2025-08-14
309,Arjun,24,arjun309@example.com,Mumbai,743.37,2025-03-13
310,Ananya,46,ananya310@example.com,Pune,6116.59,2025-11-26
311,Rahul,51,rahul311@example.com,Hyderabad,2282.81,2025-08-29
312,Priya,20,priya312@example.com,Pune,8027.62,2025-02-23
313,Ravi,40,ravi313@example.com,Hyderabad,5230.78,2025-01-20
314,Priya,66,priya314@example.com,Delhi,2676.31,2025-06-27
315,Priya,34,priya315@example.com,Chennai,8176.75,2025-09-26
316,Neha,64,neha316@example.com,Hyderabad,5970.11,2025-12-23
317,Priya,28,priya317@example.com,Hyderabad,3972.58,2025-05-03
318,Ananya,46,ananya318@example.com,Hyderabad,539.33,2025-08-14
319,Ananya,59,ananya319@example.com,Hyderabad,3357.61,2025-01-25
320,Kiran,28,kiran320@example.com,Chennai,2885.77,2025-05-04
321,Ravi,55,ravi321@example.com,Chennai,7261.86,2025-03-31
322,Priya,23,priya322@example.com,Delhi,2279.81,2025-10-11
323,Kiran,30,kiran323@example.com,Hyderabad,709.02,2025-10-28
324,Neha,46,neha324@example.com,Chennai,8264.34,2025-02-25
325,Neha,51,neha325@example.com,Chennai,8658.48,2025-10-16
326,Sneha,41,sneha326@example.com,Chennai,8694.79,2025-04-02
327,Arjun,65,arjun327@example.com,Hyderabad,3406.69,2025-02-14
328,Arjun,59,arjun328@example.com,Mumbai,6224.25,2025-07-07
329,Ravi,22,ravi329@example.com,Chennai,9617.02,2025-09-06
330,Rahul,48,rahul330@example.com,Bangalore,1375.81,2025-12-29
331,Kiran,47,kiran331@example.com,Bangalore,8197.87,2025-07-25
332,Kiran,46,kiran332@example.com,Mumbai,163.22,2025-08-12
333,Kiran,63,kiran333@example.com,Chennai,9813.74,2025-01-17
334,Neha,48,neha334@example.com,Bangalore,6376.66,2025-12-10
335,Kiran,52,kiran335@example.com,Pune,2905.1,2025-03-15
336,Arjun,49,arjun336@example.com,Bangalore,3484.53,2025-03-01
337,Ravi,47,ravi337@example.com,Delhi,1114.85,2025-07-15
338,Ananya,49,ananya338@example.com,Mumbai,771.59,2025-08-07
339,Neha,34,neha339@example.com,Mumbai,766.77,2025-07-12
340,Sneha,43,sneha340@example.com,Chennai,8538.91,2025-09-27
341,Neha,64,neha341@example.com,Delhi,4514.99,2025-09-08
342,Rahul,69,rahul342@example.com,Delhi,3897.76,2025-01-29
343,Rahul,50,rahul343@example.com,Pune,3781.15,2025-02-27
344,Ravi,43,ravi344@example.com,Bangalore,2808.9,2025-10-12
345,Ananya,34,ananya345@example.com,Chennai,4568.73,2025-02-08
346,Ravi,46,ravi346@example.com,Delhi,3053.91,2025-10-15
347,Priya,64,priya347@example.com,Pune,2377.53,2025-01-27
348,Rahul,34,rahul348@example.com,Pune,1595.47,2025-04-02
349,Kiran,38,kiran349@example.com,Delhi,6421.41,2025-09-19
350,Rahul,22,rahul350@example.com,Chennai,3188.32,2025-02-27
351,Ananya,55,ananya351@example.com,Bangalore,2209.74,2025-11-16
352,Arjun,42,arjun352@example.com,Mumbai,5671.23,2025-07-27
353,Rahul,25,rahul353@example.com,Mumbai,1936.7,2025-05-25
354,Kiran,25,kiran354@example.com,Chennai,8463.35,2025-07-18
355,Rahul,46,rahul355@example.com,Mumbai,422.01,2025-11-12
356,Priya,20,priya356@example.com,Mumbai,7985.72,2025-06-02
357,Sneha,31,sneha357@example.com,Hyderabad,6112.33,2025-12-06
358,Ananya,26,ananya358@example.com,Pune,2332.85,2025-11-15
359,Sneha,19,sneha359@example.com,Chennai,9845.08,2025-07-28
360,Neha,38,neha360@example.com,Bangalore,6836.52,2025-12-04
361,Sneha,64,sneha361@example.com,Pune,2987.46,2025-10-28
362,Arjun,50,arjun362@example.com,Mumbai,7820.52,2025-09-24
363,Sneha,68,sneha363@example.com,Hyderabad,2496.25,2025-02-15
364,Neha,32,neha364@example.com,Pune,6219.74,2025-05-28
365,Arjun,27,arjun365@example.com,Bangalore,3331.97,2025-01-02
366,Arjun,50,arjun366@example.com,Hyderabad,3571.21,2025-03-18
367,Ananya,43,ananya367@example.com,Pune,3288.74,2025-06-15
368,Ravi,43,ravi368@example.com,Pune,6962.62,2025-05-23
369,Priya,59,priya369@example.com,Mumbai,1135.22,2025-11-13
370,Rahul,23,rahul370@example.com,Hyderabad,9368.5,2025-12-25
371,Ravi,49,ravi371@example.com,Hyderabad,7119.7,2025-09-21
372,Neha,67,neha372@example.com,Mumbai,8037.11,2025-11-14
373,Ravi,24,ravi373@example.com,Chennai,8958.68,2025-11-10
374,Sneha,43,sneha374@example.com,Chennai,503.47,2025-07-07
375,Priya,31,priya375@example.com,Chennai,7275.78,2025-01-12
376,Ravi,29,ravi376@example.com,Delhi,4844.86,2025-08-31
377,Priya,36,priya377@example.com,Pune,3435.27,2025-08-09
378,Ravi,49,ravi378@example.com,Chennai,1700.56,2025-07-30
379,Sneha,54,sneha379@example.com,Hyderabad,4983.44,2025-07-21
380,Rahul,52,rahul380@example.com,Delhi,814.76,2025-07-26
381,Arjun,24,arjun381@example.com,Mumbai,1824.51,2025-08-01
382,Ravi,41,ravi382@example.com,Mumbai,6324.77,2025-08-08
383,Ananya,37,ananya383@example.com,Mumbai,497.08,2025-06-26
384,Rahul,49,rahul384@example.com,Hyderabad,4442.29,2025-04-27
385,Priya,53,priya385@example.com,Bangalore,6017.46,2025-09-19
386,Ravi,59,ravi386@example.com,Chennai,5964.27,2025-09-03
387,Kiran,29,kiran387@example.com,Chennai,6267.37,2025-02-09
388,Kiran,32,kiran388@example.com,Hyderabad,1402.52,2025-01-08
389,Ananya,65,ananya389@example.com,Pune,1878.86,2025-01-14
390,Sneha,19,sneha390@example.com,Delhi,8558.41,2025-02-10
391,Sneha,64,sneha391@example.com,Pune,5196.69,2025-03-25
392,Priya,56,priya392@example.com,Pune,6556.02,2025-12-11
393,Arjun,45,arjun393@example.com,Bangalore,8594.06,2025-09-18
394,Ravi,18,ravi394@example.com,Mumbai,1395.65,2025-10-28
395,Ravi,64,ravi395@example.com,Chennai,8848.73,2025-04-28
396,Sneha,33,sneha396@example.com,Bangalore,4542.9,2025-11-28
397,Sneha,58,sneha397@example.com,Hyderabad,4549.39,2025-09-21
398,Rahul,29,rahul398@example.com,Hyderabad,2600.03,2025-10-11
399,Arjun,60,arjun399@example.com,Delhi,3631.65,2025-07-23
